创世金融安齐私募基金,3,,,"14,000,000.00 ",12,10/30/2018,10/30/2019
创世金融安康私募基金,2,,,"6,000,000.00 ",12,10/30/2018,10/30/2019
创世金融安岁私募基金,2,,,"3,000,000.00 ",12,10/30/2018,10/30/2019
创世金融安齐私募基金,4,,,"24,000,000.00 ",12,11/2/2018,11/1/2019
创世金融安如私募基金,3,SY2636,应收账款质押,"10,000,000.00 ",6,11/2/2018,2/12/2019
创世金融安如私募基金,4,SY2636,应收账款质押,"80,000,000.00 ",6,11/5/2018,1/9/2019
创世金融安起私募基金,3,,应收账款质押,"15,500,000.00 ",9,11/6/2018,5/6/2019
创世金融安辉私募基金,3,,应收账款质押,"45,800,000.00 ",12,11/6/2018,6/17/2019
创世金融安如私募基金,5,SY2636,应收账款质押,"49,000,000.00 ",6,11/6/2018,2/12/2019
创世金融安起私募基金,4,,应收账款质押,"16,000,000.00 ",9,11/9/2018,5/9/2019
创世金融安辉私募基金,4,,应收账款质押,"108,800,000.00 ",12,11/9/2018,6/26/2019
创世金融安如私募基金,6,SY2636,应收账款质押,"172,500,000.00 ",6,11/9/2018,2/12/2019
创世金融安起私募基金,5,,应收账款质押,"20,000,000.00 ",9,11/13/2018,5/13/2019
